1,50001,0.0615650660680699
50002,100000,0.0594845704165386
100002,150000,0.0593607468548395
150002,200000,0.060397367236675
200002,250000,0.059592432315115
250002,300000,0.0603430424293331
300002,350000,0.0597272649583646
350002,400000,0.0598636915951466
400002,450000,0.0604475294735047
450002,500000,0.0611861067231309
500002,550000,0.0599108928834653
550002,600000,0.0604395007387423
600002,650000,0.060158609953038
650002,700000,0.060900864927639
700002,750000,0.0605038328277401
750002,800000,0.0601770587206766
800002,850000,0.0602818400450671
850002,900000,0.0604565142512817
900002,950000,0.0599129292569265
950002,1000000,0.0599901303459153
1000002,1050000,0.0604426479766554
1050002,1100000,0.0602390236573003
1100002,1150000,0.0601109947851373
1150002,1200000,0.0603509873155632
1200002,1250000,0.0607378543474188
1250002,1300000,0.0609269090921742
1300002,1350000,0.0604170111174234
1350002,1400000,0.0600101249548675
1400002,1450000,0.0603500176749045
1450002,1500000,0.0606555587458908
1500002,1550000,0.0604975930562537
1550002,1600000,0.0603205572828574
1600002,1650000,0.0604063682628944
1650002,1700000,0.0604048245451445
1700001,1750000,0.061367210658689
